col2020,col2021,fuzz_ratio
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,41
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,41
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,40
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,40
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,42
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,42
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,41
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,42
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,42
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,42
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,39
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?   - On days when I work remotely I feel better,31
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?   - On days when I work remotely I am more active,31
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?   - I feel better on days when I see my colleagues in person,33
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Do you manage people as part of your current job?  ,18
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Do employees you manage ever work remotely?  ,18
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - I have discretion to offer or deny remote work to employees I manage,35
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,32
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - Offering remote work helps me to recruit employees,32
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - My team works well together when they work remotely,34
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - I find it easy to manage employees remotely (e.g. tasking and monitoring progress),35
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - I find it easy to manage poor performers remotely,32
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - I feel well-prepared to manage employees remotely,32
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - Managing people remotely makes me more focused on results,34
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",How strongly do you agree or disagree with the following statements?    - I find it easy to contact my employees when they work remotely,34
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.    Please compare your productivity when you work remotely to when you work at your employer’s workplace.    Roughly how productive are you, each hour, when you work remotely?  ",40
"From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","Now think about the productivity of the employees you manage.   Roughly how productive are the employees you manage, each hour, when they work remotely?  ",35
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Response ID,6
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,What year were you born?  ,13
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,What is your gender?  ,12
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"How long have you been in your current job?  If you have more than one job, please answer all questions for your main job.  ",36
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Which of the following best describes your industry?  ,21
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Which of the following best describes your current occupation?  ,23
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,How many people are currently employed by your organisation?   ,25
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Which of the following best describes your household?  ,22
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Metro or Regional,9
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your current job, how much of your work time did you spend working remotely in the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"How much of your work time would you have preferred to work remotely during the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your current job, how much of your work time have you spent working remotely this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"How much of your work time would you have preferred to work remotely so far this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",40
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Imagine that COVID-19 is cured or eradicated.   Going forward, how much of your work time would you prefer to work remotely?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",40
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,These questions are about the remote working arrangements in your organisation.  Has your employer changed or updated their policy on remote work since COVID-19?   This means since February/March 2020  ,41
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"In the past 6 months, have you ever worked part of your day remotely, and part of it at your employer’s workplace?",36
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,How often do you work this way?  ,18
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,How often would you like to work this way?  ,21
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Does your employer have a policy that workers must be at the employer’s workplace some of the time?  ,34
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"How much of your work time does your employer’s policy require you to be at their workplace?  If you work a 5 day week, 1 day equals 20% of your work time.  ",41
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My employer’s remote working policy suits me",46
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I get to choose how much work I do remotely",44
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I choose which days I work remotely",44
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My direct manager has discretion to allow or deny remote work",45
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,How do you feel about your employer’s remote working policy?  ,27
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation encouraged people to work remotely",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation was well prepared for me to work remotely",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was common for people in my organisation to work remotely",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was easy to get permission to work remotely",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I could easily collaborate with colleagues when working remotely",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - Working remotely reduces my chances of promotion",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I take more regular breaks while working remotely",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Do you think remote working is a positive or a negative for your employer?  ,32
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Who is most supportive of remote working in your organisation?  ,28
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would encourage more remote working,36
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would make changes to support remote working,36
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - I would have more choice about whether I work remotely,36
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting",45
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities",45
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time",44
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working",41
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time",42
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep",41
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,"Imagine your employer offered you the option to work remotely whenever you chose, in return for negotiating a pay cut that you both agree on.  Would you be interested in negotiating?   ",43
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,What is the biggest pay cut you would accept?   Please give your answer as a percentage.  ,29
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My caring responsibilities,41
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Connectivity (for example internet),38
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My organisation's software and systems,40
Compare remote working to working at your employer’s workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Difficulty collaborating remotely,39
